customer,surname,givenName,email,country,stateCode,state,city,streetAddress,latitude,longitude,claimAmount,response,coverage,education,effectiveToDate,employmentStatus,gender,income,locationCode,maritalStatus,monthlyPremiumAuto,monthsSinceLastClaim,monthsSincePolicyInception,numberOfOpenComplaints,numberOfPolicies,policyType,policy,claimReason,salesChannel,totalClaimAmount,vehicleClass,vehicleSize,vehicle
TM61357,Jameson,Louis,LouisAJameson@jourrapide.com,US,NC,North Carolina,Engelhard,1608 Fort Street,35.494913,-76.065386,2461.078085,No,Extended,Bachelor,10/20/16,Employed,M,72786,Urban,Married,76,10,9,0,2,Personal Auto,Personal L1,Other,Agent,363.845631,Four-Door Car,Medsize,1994 Plymouth Neon
TM65736,McNatt,Milo,MiloAMcNatt@fleckens.hu,US,TX,Texas,Dallas,1504 Formula Lane,32.899891,-96.87437,305.9550321,No,Extended,Master,9/5/16,Employed,M,38644,Urban,Married,78,28,0,1,1,Personal Auto,Personal L3,Scratch/Dent,Web,361.455219,Four-Door Car,Medsize,2009 Suzuki Equator
TM68292,Clark,Mark,MarkMClark@superrito.com,US,WA,Washington,Yakima,2237 Calico Drive,46.659573,-120.522466,456.4512659,No,Basic,Master,11/8/16,Medical Leave,F,12626,Suburban,Single,69,31,15,4,3,Personal Auto,Personal L2,Other,Branch,331.2,Four-Door Car,Small,2001 Tata E
TM79451,Hubbard,Martha,MarthaPHubbard@cuvox.de,US,NC,North Carolina,Rocky Mount,4151 Edwards Street,35.847232,-77.679784,536.7089817,No,Basic,College,8/18/16,Employed,F,97742,Rural,Single,67,33,57,0,5,Personal Auto,Personal L1,Collision,Agent,67.648392,Four-Door Car,Small,2002 Koenigsegg CC8S
TM94572,Watts,Anthony,AnthonyMWatts@gustr.com,US,TX,Texas,Alvarado,805 Sycamore Circle,32.343045,-97.179796,415.2652599,No,Extended,Bachelor,12/2/16,Unemployed,M,0,Suburban,Single,123,33,13,0,1,Personal Auto,Personal L2,Collision,Agent,885.6,SUV,Medsize,1997 Oldsmobile SS
TM98684,Winston,Chester,ChesterJWinston@fleckens.hu,US,FL,Florida,Plant City,568 Badger Pond Lane,27.949675,-82.107348,484.2284965,No,Basic,High School or Below,9/14/16,Employed,M,35127,Suburban,Married,62,9,21,0,5,Personal Auto,Personal L2,Hail,Agent,297.6,Four-Door Car,Small,2005 Kia Spectra5
TN17395,Willard,Larry,LarryPWillard@einrot.com,US,WA,Washington,Seattle,4150 Chardonnay Drive,47.664431,-122.396461,2210.35072,Yes,Basic,College,10/5/16,Unemployed,M,0,Suburban,Married,102,35,48,0,2,Personal Auto,Personal L3,Collision,Branch,489.6,SUV,Medsize,1999 Oldsmobile Silhouette
TN29644,Pena,Katrina,KatrinaEPena@jourrapide.com,US,CT,Connecticut,Simsbury,4366 Copperhead Road,41.966273,-72.915984,754.0054749,No,Extended,College,8/3/16,Employed,F,67018,Rural,Married,94,11,17,0,4,Personal Auto,Personal L1,Hail,Agent,104.427573,Four-Door Car,Medsize,1999 Subaru Impreza
TN36521,Barnett,Laurie,LaurieWBarnett@jourrapide.com,US,CA,California,Los Angeles,4619 Providence Lane,33.965959,-118.239614,2498.022553,No,Basic,College,9/20/16,Employed,F,88440,Rural,Single,70,19,30,0,2,Personal Auto,Personal L3,Other,Branch,27.145151,Two-Door Car,Medsize,1995 Ford Aerostar
TN36916,Robinson,Judy,JudyJRobinson@jourrapide.com,US,NJ,New Jersey,Jersey City,997 Central Avenue,40.750467,-74.040658,402.9723325,No,Basic,Bachelor,9/8/16,Employed,F,93621,Rural,Married,100,16,20,0,1,Personal Auto,Personal L2,Scratch/Dent,Branch,59.860273,SUV,Large,2008 Jeep Compass
TN39471,Alvarez,Christy,ChristyFAlvarez@armyspy.com,US,CA,California,Santa Fe Springs,421 Lowndes Hill Park Road,33.90504,-118.057424,339.8007367,No,Extended,High School or Below,9/17/16,Unemployed,F,0,Suburban,Married,92,7,75,0,1,Personal Auto,Personal L2,Other,Agent,611.844584,Two-Door Car,Medsize,1995 Bristol Blenheim
TN50051,Wilson,Elizabeth,ElizabethJWilson@fleckens.hu,US,FL,Florida,Maitland,1945 Grand Avenue,28.718476,-81.375681,295.7764017,No,Basic,Doctor,12/12/16,Employed,F,83318,Urban,Divorced,73,21,42,0,1,Personal Auto,Personal L1,Scratch/Dent,Web,211.336937,Two-Door Car,Medsize,1998 Toyota Century
TN51356,Hansen,Ramon,RamonSHansen@jourrapide.com,US,KY,Kentucky,Shelbyville,1622 Karen Lane,38.300261,-85.250979,245.0880954,No,Basic,Bachelor,9/27/16,Employed,M,82695,Urban,Divorced,62,10,39,0,1,Personal Auto,Personal L2,Scratch/Dent,Web,217.945243,Four-Door Car,Medsize,2003 Dodge Ram
TN54884,Rodriquez,Crystal,CrystalGRodriquez@cuvox.de,US,MI,Michigan,Jackson,4294 John Avenue,42.164877,-84.226391,1493.209982,No,Basic,College,8/11/16,Employed,F,39049,Urban,Married,63,30,34,0,2,Personal Auto,Personal L2,Hail,Agent,294.75626,Two-Door Car,Medsize,1997 Mercedes-Benz SL
TN56613,Johnson,Sally,SallyMJohnson@gustr.com,US,CA,California,Rancho Cordova,999 Timber Ridge Road,38.482863,-121.208467,535.8269985,No,Extended,Bachelor,10/8/16,Employed,F,83771,Urban,Married,133,26,18,0,1,Personal Auto,Personal L3,Other,Web,482.328161,Sports Car,Medsize,2002 Chrysler 300
TN61016,Dale,Laura,LauraHDale@cuvox.de,US,AL,Alabama,Huntsville,3185 Marcus Street,34.661742,-86.517292,874.2472473,No,Basic,High School or Below,12/17/16,Employed,F,37224,Suburban,Divorced,74,8,23,0,2,Personal Auto,Personal L2,Scratch/Dent,Agent,355.2,Four-Door Car,Small,2009 Infiniti EX
TN64240,Ladner,Ronda,RondaTLadner@teleworm.us,US,IN,Indiana,Kokomo,4083 Sugarfoot Lane,40.509928,-86.122771,785.3961409,No,Extended,Bachelor,11/15/16,Employed,F,42582,Suburban,Divorced,99,1,57,0,5,Corporate Auto,Corporate L3,Other,Call Center,629.344642,Four-Door Car,Small,1993 Peugeot iOn
TN66124,Mendez,Tyler,TylerBMendez@rhyta.com,US,TX,Texas,Brenham,151 Adams Drive,30.295809,-96.4711,1055.287837,No,Extended,High School or Below,10/27/16,Employed,M,77627,Rural,Married,88,14,38,0,2,Corporate Auto,Corporate L2,Other,Web,205.169178,Two-Door Car,Medsize,2012 Citroen C1
TN71469,Staton,Eva,EvaJStaton@superrito.com,US,LA,Louisiana,New Orleans,4334 Big Indian,29.911963,-90.005706,434.9104278,No,Basic,College,11/4/16,Employed,F,90893,Suburban,Single,110,33,0,0,1,Personal Auto,Personal L3,Hail,Web,700.004018,SUV,Medsize,2012 Chevrolet Nubira
TN71995,Sellers,Ray,RayMSellers@rhyta.com,US,VA,Virginia,Richmond,3624 Melody Lane,37.617907,-77.707643,563.7740051,No,Extended,Bachelor,9/20/16,Unemployed,M,0,Suburban,Divorced,84,4,52,1,4,Personal Auto,Personal L3,Hail,Agent,403.2,Four-Door Car,Large,1998 Renault Safrane
TN73558,Washington,Denise,DeniseMWashington@gustr.com,US,TX,Texas,Victoria,3430 Washington Street,28.75645,-97.025208,373.1504584,Yes,Extended,High School or Below,12/12/16,Unemployed,F,0,Suburban,Married,96,31,34,0,1,Personal Auto,Personal L3,Collision,Agent,460.8,Four-Door Car,Large,2009 Kia Cerato
TN76120,Carranza,Leland,LelandJCarranza@jourrapide.com,US,IA,Iowa,Des Moines,2327 Jenna Lane,41.643159,-93.655362,552.8212807,Yes,Basic,Bachelor,8/15/16,Employed,M,36088,Suburban,Single,72,16,31,0,9,Personal Auto,Personal L3,Collision,Agent,345.6,Four-Door Car,Medsize,1992 Alpina B 12
TN79487,Serrano,Mark,MarkFSerrano@cuvox.de,US,MN,Minnesota,Saint Paul,993 Haul Road,44.835333,-93.101588,445.8113369,Yes,Basic,Bachelor,11/28/16,Retired,M,17622,Suburban,Divorced,65,1,36,1,3,Personal Auto,Personal L3,Collision,Agent,312,Four-Door Car,Medsize,2005 Mercedes-Benz Viano
TN79733,Gates,Ashlee,AshleeJGates@gustr.com,US,CA,California,Los Angeles,2025 Jail Drive,33.979091,-118.391119,1646.822079,Yes,Basic,High School or Below,9/10/16,Unemployed,F,0,Suburban,Divorced,63,4,52,0,2,Personal Auto,Personal L2,Hail,Agent,685.12694,Four-Door Car,Medsize,2009 Nissan Qashqai
TN82637,Bullard,Ronald,RonaldJBullard@teleworm.us,US,KS,Kansas,Kansas City,3721 Lake Forest Drive,39.145123,-94.620255,1123.631135,No,Basic,College,12/30/16,Employed,M,21636,Urban,Married,64,2,24,5,2,Personal Auto,Personal L2,Hail,Branch,213.587367,Two-Door Car,Medsize,1997 Panoz AIV
TN85931,Howell,Amanda,AmandaKHowell@rhyta.com,US,IL,Illinois,Chicago,1698 Vesta Drive,41.839536,-87.809987,589.7555427,No,Basic,High School or Below,8/9/16,Employed,F,29227,Suburban,Married,74,0,83,0,7,Special Auto,Special L3,Collision,Branch,421.19002,Two-Door Car,Medsize,1992 Holden Nova
TN90661,Vallejo,Barry,BarryEVallejo@teleworm.us,US,IL,Illinois,Oak Brook,2475 Kembery Drive,41.874256,-87.890309,581.1918112,No,Basic,High School or Below,9/1/16,Employed,M,83318,Suburban,Married,72,21,58,0,3,Corporate Auto,Corporate L3,Collision,Branch,345.6,Four-Door Car,Medsize,2005 Chevrolet S-10
TO12347,Shoulders,Eli,EliEShoulders@einrot.com,US,PA,Pennsylvania,Newport,4249 Lincoln Drive,40.400854,-77.165576,553.4569714,No,Basic,Bachelor,12/17/16,Disabled,M,16101,Suburban,Divorced,74,16,10,0,3,Personal Auto,Personal L2,Scratch/Dent,Call Center,437.608909,Four-Door Car,Small,1995 Alpina B6
TO14996,Wong,Robert,RobertKWong@armyspy.com,US,PA,Pennsylvania,Lock Haven,2158 Simons Hollow Road,41.325913,-77.53179,563.3949267,No,Basic,High School or Below,12/13/16,Employed,M,37595,Suburban,Married,70,2,22,0,9,Personal Auto,Personal L3,Collision,Branch,501.994635,Four-Door Car,Medsize,2004 Mercedes-Benz V
TO18404,Weinstein,Wendy,WendyEWeinstein@fleckens.hu,US,NH,New Hampshire,Manchester,1818 Milford Street,43.014097,-71.442644,1045.32558,No,Extended,Bachelor,9/23/16,Employed,F,73604,Urban,Divorced,88,12,75,0,2,Corporate Auto,Corporate L3,Hail,Agent,398.19284,Two-Door Car,Medsize,2014 Chevrolet Spark EV
TO19482,Guerrero,Tyrone,TyroneLGuerrero@cuvox.de,US,OR,Oregon,Corvallis,3517 Buena Vista Avenue,44.695197,-123.178416,487.4665223,No,Basic,High School or Below,11/26/16,Employed,M,67467,Suburban,Married,61,4,22,0,9,Personal Auto,Personal L2,Other,Branch,365.879938,Two-Door Car,Medsize,2012 Volkswagen up
TO20795,Mohammed,Claude,ClaudeMMohammed@armyspy.com,US,NJ,New Jersey,New Providence,1020 Caynor Circle,40.668985,-74.308773,3246.766151,No,Premium,Doctor,9/5/16,Employed,M,37675,Suburban,Single,104,23,18,0,2,Corporate Auto,Corporate L3,Scratch/Dent,Agent,731.970027,Four-Door Car,Medsize,2005 Subaru Baja
TO29918,Asher,Diane,DianeSAsher@armyspy.com,US,OH,Ohio,Dayton,1320 College Avenue,39.766246,-84.097087,383.3066768,No,Basic,High School or Below,8/5/16,Unemployed,F,0,Suburban,Divorced,116,34,82,2,1,Personal Auto,Personal L2,Collision,Agent,1397.954723,Sports Car,Medsize,2000 Toyota Land Cruiser
TO34442,Miller,Anthony,AnthonyLMiller@dayrep.com,US,IA,Iowa,Davenport,4769 Bailey Drive,41.431119,-90.626252,553.2863336,No,Basic,College,12/16/16,Employed,M,59768,Suburban,Married,71,6,93,1,3,Personal Auto,Personal L3,Collision,Branch,340.8,Four-Door Car,Small,2003 Rover 45
TO37423,Bailey,Moises,MoisesBBailey@einrot.com,US,NJ,New Jersey,Cliffside Park,2464 Lakewood Drive,40.876028,-73.934768,1756.915979,No,Basic,College,9/8/16,Employed,M,41463,Suburban,Married,74,2,78,0,2,Special Auto,Special L3,Hail,Web,355.2,Four-Door Car,Medsize,2000 Toyota Caserta
TO39943,Meyer,Marjorie,MarjorieRMeyer@armyspy.com,US,NY,New York,New York,1188 Stanley Avenue,40.710413,-73.981696,489.7979559,No,Basic,High School or Below,12/10/16,Employed,F,30503,Urban,Married,63,32,57,3,5,Corporate Auto,Corporate L3,Collision,Call Center,257.923563,Two-Door Car,Medsize,2006 Mitsubishi Outlander
TO55166,Koeller,Adam,AdamLKoeller@teleworm.us,US,MD,Maryland,Saint Margarets,3040 Woodhill Avenue,38.976828,-76.500425,260.0002868,No,Basic,Bachelor,9/25/16,Employed,M,72766,Rural,Married,65,23,93,0,1,Personal Auto,Personal L2,Scratch/Dent,Branch,91.464233,Two-Door Car,Medsize,2015 Volkswagen Golf SportWagen
TO55363,White,Alberta,AlbertaJWhite@einrot.com,US,IN,Indiana,Indianapolis,4720 Winifred Way,39.936829,-86.230918,1336.786562,No,Basic,High School or Below,8/3/16,Employed,F,57335,Suburban,Married,67,22,18,0,2,Personal Auto,Personal L1,Other,Agent,407.887715,Two-Door Car,Medsize,2001 Smart ForFour
TO60700,Binns,Jane,JaneSBinns@jourrapide.com,US,NC,North Carolina,Albemarle,1135 Holly Street,35.267663,-80.184233,781.3411572,No,Basic,Bachelor,12/5/16,Retired,F,25859,Suburban,Single,74,0,44,0,2,Special Auto,Special L2,Collision,Agent,355.2,Four-Door Car,Small,2001 Ford Falcon
TO71844,Coelho,Gregory,GregoryPCoelho@rhyta.com,US,MD,Maryland,Rock Hall,2309 Marshall Street,39.198161,-76.266649,212.1313061,No,Basic,College,11/29/16,Unemployed,M,0,Suburban,Single,67,6,60,1,1,Personal Auto,Personal L2,Other,Branch,321.6,Four-Door Car,Large,2012 Nissan Armada
TO74000,Smith,Fredric,FredricRSmith@rhyta.com,US,NY,New York,New York,78 Rosewood Lane,40.781506,-73.978545,811.4409136,No,Basic,High School or Below,12/1/16,Employed,M,30595,Suburban,Married,69,22,36,0,2,Corporate Auto,Corporate L2,Collision,Agent,446.08476,Four-Door Car,Medsize,2000 Honda Legend
TO82744,Frank,Devin,DevinRFrank@dayrep.com,US,GA,Georgia,Dunwoody,1360 Pine Garden Lane,34.009139,-84.380748,1578.965496,No,Extended,High School or Below,11/13/16,Unemployed,F,0,Suburban,Single,212,28,51,0,4,Personal Auto,Personal L3,Scratch/Dent,Agent,1526.4,Luxury SUV,Large,2006 Toyota Sequoia
TO84268,Papenfuss,Frank,FrankBPapenfuss@cuvox.de,US,CA,California,Pittsburg,2912 Park Street,37.951678,-121.792521,905.1712161,No,Premium,Master,11/11/16,Employed,M,60964,Urban,Married,113,21,16,0,4,Personal Auto,Personal L2,Scratch/Dent,Agent,327.723713,Four-Door Car,Medsize,2005 Acura MDX
TO87218,Stack,Terry,TerryDStack@jourrapide.com,US,NH,New Hampshire,Manchester,2038 Elliott Street,42.999806,-71.539234,741.3386729,No,Basic,High School or Below,11/12/16,Unemployed,F,0,Suburban,Single,106,7,44,0,4,Personal Auto,Personal L2,Collision,Web,508.8,Sports Car,Medsize,2008 Ford Expedition
TO96662,Hall,Marlene,MarleneGHall@rhyta.com,US,CA,California,Sacramento,257 Park Avenue,38.58535,-121.5412,696.6694527,No,Extended,Bachelor,11/10/16,Employed,F,41837,Rural,Married,88,29,93,0,9,Personal Auto,Personal L3,Collision,Call Center,142.062768,Four-Door Car,Small,2004 Chevrolet Suburban
TP10619,Lincoln,Sandra,SandraALincoln@armyspy.com,US,KY,Kentucky,Louisville,4917 Gregory Lane,38.180637,-85.768075,489.2422239,No,Basic,High School or Below,8/25/16,Medical Leave,F,26660,Suburban,Married,63,23,40,0,8,Personal Auto,Personal L2,Scratch/Dent,Agent,453.6,Two-Door Car,Medsize,1996 Buick LeSabre
TP12241,Weeks,Deborah,DeborahMWeeks@rhyta.com,US,LA,Louisiana,Albany,2570 Eva Pearl Street,30.614726,-90.502885,512.3196814,No,Basic,College,8/17/16,Medical Leave,F,22338,Urban,Married,67,9,37,1,9,Personal Auto,Personal L3,Collision,Branch,307.801098,Two-Door Car,Medsize,2012 Mitsubishi Shogun
TP12436,Rambo,Latarsha,LatarshaRRambo@cuvox.de,US,AZ,Arizona,Phoenix,1014 Cambridge Drive,33.434182,-112.033743,532.9128301,No,Basic,Master,12/16/16,Unemployed,F,0,Suburban,Divorced,72,18,39,0,4,Personal Auto,Personal L2,Hail,Agent,345.6,Four-Door Car,Large,2001 GMC Sierra
TP15362,Goble,Brian,BrianEGoble@superrito.com,US,NY,New York,New York,1922 Rosewood Lane,40.696013,-74.025474,359.1996064,No,Extended,College,11/30/16,Employed,M,28013,Suburban,Divorced,91,16,13,0,1,Personal Auto,Personal L1,Hail,Branch,655.2,Four-Door Car,Medsize,2007 BMW 130
TP20456,Antonelli,Larry,LarryDAntonelli@superrito.com,US,MA,Massachusetts,Chelmsford,2903 Pearlman Avenue,42.676849,-71.396736,909.0269181,No,Extended,High School or Below,11/27/16,Employed,M,45310,Suburban,Married,229,28,70,0,1,Personal Auto,Personal L2,Scratch/Dent,Agent,1550.375183,Luxury SUV,Medsize,1997 Mazda MS-8
TP30316,Ott,Charlie,CharlieJOtt@superrito.com,US,SC,South Carolina,Myrtle Beach,4667 Poe Road,33.853303,-78.840991,970.530895,No,Basic,College,9/12/16,Employed,M,79157,Rural,Married,61,25,45,0,2,Corporate Auto,Corporate L1,Hail,Agent,117.781906,Two-Door Car,Small,2001 Pontiac Bonneville
TP33286,Brown,Stephen,StephenTBrown@fleckens.hu,US,VA,Virginia,Centerville,4440 Broadcast Drive,37.764106,-75.61623,1201.093726,No,Premium,High School or Below,10/6/16,Unemployed,M,0,Suburban,Single,119,3,24,0,2,Corporate Auto,Corporate L2,Hail,Agent,856.8,Four-Door Car,Medsize,2007 Maserati GT
TP34946,Peterkin,Michael,MichaelMPeterkin@armyspy.com,US,OH,Ohio,Dayton,475 Pursglove Court,39.669046,-84.169304,510.8038755,No,Basic,College,8/13/16,Disabled,M,26784,Suburban,Married,67,14,82,0,8,Corporate Auto,Corporate L3,Scratch/Dent,Branch,482.4,Four-Door Car,Small,2002 Peugeot RC
TP39671,Beckman,Christopher,ChristopherPBeckman@gustr.com,US,NY,New York,Manhattan,3730 Bell Street,40.7624,-73.868103,319.975316,No,Extended,Bachelor,12/22/16,Unemployed,M,0,Rural,Married,87,3,43,0,1,Personal Auto,Personal L3,Collision,Agent,132.492438,Four-Door Car,Medsize,1999 Dodge Dakota
TP41703,Cone,Ed,EdHCone@superrito.com,US,AL,Alabama,Montgomery,2539 Willow Greene Drive,32.407309,-86.217898,725.0029606,No,Basic,Bachelor,9/14/16,Unemployed,M,0,Suburban,Single,69,17,10,0,2,Personal Auto,Personal L3,Other,Call Center,496.8,Two-Door Car,Medsize,2011 Fiat Bravo
TP51897,Merritt,Ruby,RubyRMerritt@gustr.com,US,KS,Kansas,Lindsborg,4318 Nicholas Street,38.711026,-97.707155,262.1808611,No,Basic,College,10/29/16,Employed,F,36843,Suburban,Married,68,12,11,3,1,Corporate Auto,Corporate L1,Other,Agent,357.642982,Four-Door Car,Medsize,2002 Xedos 9
TP52309,Roberts,Ivan,IvanRRoberts@armyspy.com,US,SD,South Dakota,Clear Lake,3525 Leroy Lane,44.840189,-96.642151,1375.246705,No,Extended,High School or Below,11/7/16,Unemployed,M,0,Suburban,Married,131,31,49,1,2,Personal Auto,Personal L1,Scratch/Dent,Agent,628.8,Sports Car,Medsize,2008 BMW 320
TP54769,Francois,Mary,MaryMFrancois@gustr.com,US,KY,Kentucky,Crab Orchard,355 May Street,37.480948,-84.546485,510.335758,No,Extended,Bachelor,11/10/16,Employed,F,39452,Urban,Divorced,131,6,54,0,1,Corporate Auto,Corporate L3,Collision,Web,398.190882,SUV,Medsize,1996 Plymouth Voyager
TP61305,Ivery,Gerald,GeraldMIvery@gustr.com,US,TN,Tennessee,Fulton,2645 Melville Street,36.516607,-88.749508,606.2441614,No,Extended,High School or Below,9/19/16,Unemployed,M,0,Suburban,Single,84,1,94,0,5,Personal Auto,Personal L3,Collision,Web,604.8,Four-Door Car,Medsize,2010 Lincoln MKZ
TP87527,Jimenez,Rosie,RosieFJimenez@jourrapide.com,US,VA,Virginia,Washington,3474 Perine Street,39.027117,-76.983903,239.213114,No,Basic,High School or Below,9/21/16,Unemployed,F,0,Suburban,Divorced,65,11,62,0,1,Corporate Auto,Corporate L3,Collision,Branch,361.181122,Four-Door Car,Large,2006 Chevrolet Cobalt
TP96247,Thomas,Jaime,JaimeFThomas@fleckens.hu,US,TX,Texas,Houston,756 Payne Street,29.778929,-95.213053,409.9659085,No,Basic,High School or Below,9/8/16,Medical Leave,F,18606,Suburban,Married,110,12,45,1,1,Personal Auto,Personal L3,Scratch/Dent,Agent,568.844905,SUV,Medsize,2004 Lincoln Navigator
TQ13499,Alanis,Dennis,DennisEAlanis@einrot.com,US,OK,Oklahoma,Oklahoma City,2384 Meadow Drive,35.535831,-97.636629,473.1749346,No,Premium,College,11/3/16,Employed,M,69833,Suburban,Married,118,32,99,0,1,Personal Auto,Personal L3,Collision,Agent,828.662719,Four-Door Car,Small,1994 Buick LeSabre
TQ24692,Degroat,Billy,BillyRDegroat@rhyta.com,US,NY,New York,New York,4243 Oakwood Avenue,40.783318,-74.027837,867.6698631,No,Basic,High School or Below,12/1/16,Employed,M,76214,Urban,Married,72,7,48,0,2,Special Auto,Special L2,Hail,Web,202.81373,Four-Door Car,Medsize,2008 Peugeot 406
TQ32702,Shew,Deanna,DeannaAShew@armyspy.com,US,PA,Pennsylvania,Shillington,2237 Jody Road,40.270525,-75.965667,699.0917824,No,Extended,College,12/16/16,Employed,F,22568,Suburban,Married,88,31,63,0,6,Corporate Auto,Corporate L2,Scratch/Dent,Branch,422.4,Four-Door Car,Medsize,2007 Acura RL
TQ33359,Bruce,Charles,CharlesABruce@dayrep.com,US,WI,Wisconsin,Madison,851 Lauren Drive,43.193221,-89.204707,608.7302608,No,Extended,High School or Below,9/21/16,Employed,M,85654,Rural,Married,76,8,46,0,3,Personal Auto,Personal L3,Hail,Agent,46.20341,Four-Door Car,Large,1997 Kia Sephia
TQ37204,Presnell,Jeanne,JeanneBPresnell@armyspy.com,US,TX,Texas,Corpus Christi,1596 White Avenue,27.699003,-97.507643,862.9329351,No,Basic,High School or Below,10/19/16,Employed,F,59107,Urban,Married,107,29,57,0,7,Personal Auto,Personal L2,Hail,Branch,480.521227,SUV,Medsize,2012 Koenigsegg Agera
TQ73726,Johnson,Richard,RichardDJohnson@einrot.com,US,NC,North Carolina,Charlotte,1849 Hannah Street,35.299711,-80.941635,758.7337272,No,Basic,Bachelor,8/17/16,Unemployed,M,0,Suburban,Married,69,17,60,0,2,Personal Auto,Personal L3,Collision,Branch,460.741097,Two-Door Car,Medsize,1999 Venturi 400
TQ73797,Miles,Jose,JoseCMiles@einrot.com,US,VA,Virginia,Newport News,1654 Tenmile,37.200007,-76.522156,809.9838433,No,Basic,Bachelor,11/5/16,Employed,M,25949,Suburban,Married,104,0,28,0,3,Personal Auto,Personal L2,Hail,Branch,499.2,SUV,Small,2008 Toyota Land Cruiser
TQ82322,Taber,Maria,MariaLTaber@gustr.com,US,WA,Washington,Chehalis,2845 Boone Street,46.647878,-123.070897,243.8689804,No,Basic,Bachelor,12/18/16,Employed,F,80927,Urban,Single,62,25,8,0,1,Personal Auto,Personal L2,Hail,Branch,211.660971,Two-Door Car,Medsize,1998 Peugeot 205
TQ84956,Troutman,John,JohnFTroutman@jourrapide.com,US,CA,California,San Francisco,617 Jim Rosa Lane,37.773017,-122.440502,1096.395723,Yes,Premium,High School or Below,9/24/16,Employed,M,55687,Suburban,Divorced,276,33,91,0,1,Corporate Auto,Corporate L3,Collision,Agent,1324.8,Luxury SUV,Medsize,1994 Vauxhall Calibra
TQ85537,Perez,Alfred,AlfredRPerez@teleworm.us,US,WA,Washington,Spokane Valley,2855 Dane Street,47.722897,-117.333262,298.0464566,No,Basic,College,11/10/16,Employed,M,72669,Urban,Married,74,29,39,0,1,Personal Auto,Personal L3,Other,Agent,332.76894,Four-Door Car,Medsize,2010 Alfa Romeo 147
TQ88221,Pickering,Shirley,ShirleyAPickering@gustr.com,US,NV,Nevada,Las Vegas,354 Hickory Ridge Drive,35.996493,-115.125572,284.1443088,No,Basic,Bachelor,8/11/16,Employed,F,30473,Suburban,Married,72,20,35,0,1,Corporate Auto,Corporate L1,Other,Call Center,450.080101,Four-Door Car,Medsize,2005 Skoda Yeti
TQ89058,Bouchard,Michele,MicheleJBouchard@armyspy.com,US,TX,Texas,San Angelo,377 Anthony Avenue,31.471327,-100.530115,277.7525403,No,Basic,Master,12/6/16,Employed,F,59124,Rural,Married,70,18,31,2,1,Personal Auto,Personal L1,Other,Call Center,173.426207,Four-Door Car,Small,2004 Citroen Xsara
TR18337,Baxter,Charlene,CharleneCBaxter@teleworm.us,US,GA,Georgia,Macon,100 White Lane,32.761703,-83.672829,1151.640557,No,Basic,College,8/3/16,Employed,F,50854,Rural,Divorced,73,15,72,0,2,Personal Auto,Personal L2,Collision,Branch,101.489422,Four-Door Car,Small,2000 Mazda B2500
TR18791,Cason,Darren,DarrenJCason@jourrapide.com,US,WI,Wisconsin,Madison,3523 Primrose Lane,43.105655,-89.247713,247.1441785,No,Basic,Bachelor,10/25/16,Unemployed,M,0,Suburban,Single,70,32,14,0,1,Personal Auto,Personal L1,Collision,Branch,504,Two-Door Car,Small,2006 SsangYong Stavic
TR26615,Hunter,Michael,MichaelMHunter@gustr.com,US,CO,Colorado,Denver,2370 Timberbrook Lane,39.82213,-104.945798,249.7531509,No,Basic,High School or Below,12/15/16,Unemployed,M,0,Urban,Married,69,5,74,0,1,Corporate Auto,Corporate L2,Hail,Branch,272.381465,Two-Door Car,Medsize,2007 Chevrolet Silverado
TR39403,Keys,Susana,SusanaRKeys@jourrapide.com,US,CA,California,Temecula,4693 Denver Avenue,33.4678,-117.030034,368.1978995,No,Extended,Master,8/20/16,Employed,F,77951,Rural,Married,93,28,46,3,1,Corporate Auto,Corporate L2,Other,Branch,19.668633,Two-Door Car,Medsize,2005 TVR T 350
TR40401,Winters,Edward,EdwardMWinters@jourrapide.com,US,AK,Alaska,Anchorage,3456 Blackwell Street,61.128395,-149.8402,507.3282126,Yes,Extended,Doctor,9/27/16,Employed,M,57709,Suburban,Married,125,10,26,0,1,Personal Auto,Personal L2,Hail,Branch,600,SUV,Medsize,2004 Peugeot 306
TR67616,Pope,Joseph,JosephNPope@jourrapide.com,US,NE,Nebraska,Monroe,3490 Oak Way,41.617347,-97.566532,473.1366975,No,Basic,High School or Below,10/29/16,Employed,M,30686,Rural,Single,61,22,45,0,3,Corporate Auto,Corporate L3,Hail,Web,19.938981,Four-Door Car,Medsize,1998 Chevrolet Metro
TR75465,Barnes,James,JamesJBarnes@rhyta.com,US,DC,Washington DC,Washington,3190 Goldcliff Circle,38.95712,-77.027784,990.1278118,No,Extended,Master,8/29/16,Unemployed,M,0,Suburban,Married,134,24,51,0,3,Personal Auto,Personal L2,Collision,Agent,643.2,SUV,Small,1994 Chevrolet Blazer
TR81766,Viveiros,Kimberly,KimberlyWViveiros@rhyta.com,US,GA,Georgia,Lawrenceville,1647 Neuport Lane,33.870794,-83.922572,746.2926263,Yes,Extended,College,12/9/16,Employed,F,70263,Rural,Married,93,30,66,0,5,Corporate Auto,Corporate L2,Hail,Call Center,7.345946,Two-Door Car,Small,1996 Chevrolet Caprice
